Date,Iprec,WindSp,WindDir,RelHum,AirT,Swglobal
04/10/2009 00:00,0,1.44,37.68,80.36,7.65,0
04/10/2009 01:00,0,0.81,17.71,78.77,7.95,0
04/10/2009 02:00,0,1.4,40.26,81.87,7.37,0
04/10/2009 03:00,0,2.46,48.6,84.43,6.43,0
04/10/2009 04:00,0,2.39,48.38,84.9,6.33,0
04/10/2009 05:00,0,2.19,48.95,84.98,6.28,0
04/10/2009 06:00,0,2.41,48.6,85.48,5.88,0.03
04/10/2009 07:00,0,2.59,48.98,84.9,5.63,8.72
04/10/2009 08:00,0,2.17,47.83,77,6.24,66.9
04/10/2009 09:00,0,0.76,108.12,65.35,9.48,290.58
04/10/2009 10:00,0,0.93,178.9,63.4,11.21,423.7
04/10/2009 11:00,0,1.24,181.09,61.96,11.8,519.83
04/10/2009 12:00,0,1.78,198.22,63.97,12.3,569.88
04/10/2009 13:00,0,2.44,199.45,62.19,12.51,570.7
04/10/2009 14:00,0,2.68,206.85,66.63,13.1,520.3
04/10/2009 15:00,0,2.24,212.18,66.25,13.8,425.85
04/10/2009 16:00,0,1.85,212.25,61.74,14.12,298.8
04/10/2009 17:00,0,1.42,218.88,64.3,13.66,153.53
04/10/2009 18:00,0,1.31,227.65,71.81,11.78,24.56
04/10/2009 19:00,0,1.83,34.16,73.94,10.46,0.48
04/10/2009 20:00,0,2.53,45.82,75.76,9.67,0
04/10/2009 21:00,0,2.46,48.18,77.88,9.34,0
04/10/2009 22:00,0,2.19,49.28,79.7,8.94,0
04/10/2009 23:00,0,2.43,46.65,80.43,8.57,0
05/10/2009 00:00,0,2.28,48.93,81.5,8.45,0
05/10/2009 01:00,0,1.91,48.99,82.7,8.25,0
05/10/2009 02:00,0,2.35,49.11,84.13,7.87,0
05/10/2009 03:00,0,2.26,47.53,83.2,7.61,0
05/10/2009 04:00,0,2.37,48.05,83.03,7.33,0
05/10/2009 05:00,0,2.42,48.65,82.28,7.11,0
05/10/2009 06:00,0,2.35,47.8,80.47,6.94,0.03
05/10/2009 07:00,0,2.13,47.67,81.4,6.91,9.01
05/10/2009 08:00,0,1.9,48.67,81.49,7.3,62.86
05/10/2009 09:00,0,0.8,151.38,71.35,9.75,275.75
05/10/2009 10:00,0,1.08,203.1,71.64,10.23,405.6
05/10/2009 11:00,0,1.44,222.12,71.21,10.78,498.13
05/10/2009 12:00,0,1.97,213.52,72.54,11.74,554.83
05/10/2009 13:00,0,2.18,224.95,76.08,12.09,434.35
05/10/2009 14:00,0,2.71,220.84,69.68,13.18,454.33
05/10/2009 15:00,0,1.93,236.13,67.58,13.31,278.48
05/10/2009 16:00,0,1.54,280.2,73.58,12.28,134.9
05/10/2009 17:00,0,1.26,262.31,77.76,11.75,94.83
05/10/2009 18:00,0,0.86,147.45,81.75,10.76,20.36
05/10/2009 19:00,0,1.48,20.03,81.88,10.14,0.28
05/10/2009 20:00,0,1.46,26.43,82.85,10.04,0
05/10/2009 21:00,0,1.58,30.4,83.6,9.9,0
05/10/2009 22:00,0,1.1,32.42,83.4,10.18,0
05/10/2009 23:00,0,1.94,42.83,85.13,9.71,0
06/10/2009 00:00,0,2.04,48.53,86.5,9.17,0
06/10/2009 01:00,0,1.89,47.17,86.33,8.86,0
06/10/2009 02:00,0,1.59,52.5,87.85,8.88,0
06/10/2009 03:00,0,1.17,46.24,87.45,9.5,0
06/10/2009 04:00,0,2,47.75,87.5,9.2,0
06/10/2009 05:00,0,2.17,47.82,87.08,8.41,0
06/10/2009 06:00,0,2.4,49.35,86.15,8.22,0
06/10/2009 07:00,0,2.27,48.03,85.63,8.19,10.71
06/10/2009 08:00,0,1.1,68.55,84.3,8.92,80.71
06/10/2009 09:00,0,0.52,181.83,79.48,10.6,214.33
06/10/2009 10:00,0,1,204.13,78.12,11.19,347.1
06/10/2009 11:00,0,1.38,220.48,76.08,11.97,513.83
06/10/2009 12:00,0,1.92,211.12,75.46,13.02,574.13
06/10/2009 13:00,0,1.73,214.34,76.24,13.34,465
06/10/2009 14:00,0,1.63,232.76,75.87,14.04,457.28
06/10/2009 15:00,0,1.92,222.29,77.87,14.76,374.75
06/10/2009 16:00,0,1.02,243.34,78.21,13.94,134.05
06/10/2009 17:00,0,0.89,293.57,78.05,13.53,64.17
06/10/2009 18:00,0,1.03,348.33,79.96,13.06,9.54
06/10/2009 19:00,0,1.08,98.48,80.23,12.78,0
06/10/2009 20:00,0,1.25,32.25,81.7,12.29,0
06/10/2009 21:00,0,1.48,45.48,83.78,11.85,0
06/10/2009 22:00,0,0.9,30.96,85.63,11.94,0
06/10/2009 23:00,0,0.54,83.49,87.8,11.8,0
07/10/2009 00:00,0,0.77,96.44,89.05,11.57,0
07/10/2009 01:00,0,0.8,187.88,88.85,11.41,0
07/10/2009 02:00,0,0.86,23.59,88.8,11.25,0
07/10/2009 03:00,0,0.97,48.33,86.85,11.32,0
07/10/2009 04:00,0,1.3,41.38,85.3,11.21,0
07/10/2009 05:00,0,1.74,50.16,84.4,10.54,0
07/10/2009 06:00,0,1.87,48.38,83.38,10.29,0
07/10/2009 07:00,0,1.93,49.96,83.18,10.24,10.11
07/10/2009 08:00,0,1.56,51.53,79.48,10.79,59.42
07/10/2009 09:00,0,0.96,146.36,74.41,12.77,264.03
07/10/2009 10:00,0,1.21,197.74,76.96,13.01,396.18
07/10/2009 11:00,0,1.2,223.11,76.82,13.68,491.38
07/10/2009 12:00,0,1.76,211.61,75.13,14.85,539.7
07/10/2009 13:00,0,2.17,203.03,71.46,15.83,526.4
07/10/2009 14:00,0,1.82,216.36,70.12,16.85,467.05
07/10/2009 15:00,0,1.77,217.53,71.12,16.59,340.38
07/10/2009 16:00,0,1.89,212.99,72.08,16.54,255.23
07/10/2009 17:00,0,1.5,224.39,74.51,16.09,130.2
07/10/2009 18:00,0,1.4,159.35,79.94,14.5,17.92
07/10/2009 19:00,0,1.46,12.91,84.2,13.48,0
07/10/2009 20:00,0,0.89,183.53,88.08,13.06,0
07/10/2009 21:00,0,0.38,176.67,89.1,12.96,0
07/10/2009 22:00,0,0.52,182.75,90.45,12.72,0
07/10/2009 23:00,0,0.6,253.14,91.58,12.34,0
08/10/2009 00:00,0,0.88,232.04,93.23,12.11,0
08/10/2009 01:00,0,0.62,324.07,94,11.9,0
08/10/2009 02:00,0,0.76,321.16,95.5,11.73,0
08/10/2009 03:00,0,0.74,210.84,98,11.55,0
08/10/2009 04:00,0,0.86,321.64,99.03,11.44,0
08/10/2009 05:00,0,0.65,311.11,99.23,11.36,0
08/10/2009 06:00,0,0.53,277.69,99.43,11.35,0
08/10/2009 07:00,0,1.13,115.47,95.35,10.98,8.46
08/10/2009 08:00,0,0.67,98.24,92.58,11.18,30.93
08/10/2009 09:00,0,0.6,216.27,96.95,11.4,74.65
08/10/2009 10:00,0,1.16,254.35,98.38,11.51,124.05
08/10/2009 11:00,0,1.31,261.33,94.9,12.07,253.3
08/10/2009 12:00,0,1.78,207.42,91.05,13.53,441.1
08/10/2009 13:00,0,2.56,197.64,85.05,14.52,524.25
08/10/2009 14:00,0,2.36,210.42,85.63,14.55,429.88
08/10/2009 15:00,0,1.87,235.01,82.18,14.13,261.83
08/10/2009 16:00,0,1.4,279.12,84.35,13.47,118.5
08/10/2009 17:00,0,1.06,237.25,84.98,13.65,102.19
08/10/2009 18:00,0,1,313.52,87.38,12.92,8.83
08/10/2009 19:00,0,1.02,262.7,87.68,12.47,0
08/10/2009 20:00,0,0.85,249.3,88.05,12.33,0
08/10/2009 21:00,0,0.85,106.54,89.75,11.99,0
08/10/2009 22:00,0,0.84,39.48,88.48,11.99,0
08/10/2009 23:00,0,1.4,47.45,87.63,11.6,0
09/10/2009 00:00,0,1.38,44.18,88.83,11.21,0
09/10/2009 01:00,0,0.72,156.89,89.23,11.38,0
09/10/2009 02:00,0,0.51,194.15,90.38,11.22,0
09/10/2009 03:00,0,1.03,72.44,92.03,11.11,0
09/10/2009 04:00,0,0.67,95.64,91.95,11.09,0
09/10/2009 05:00,0,0.61,180.11,92.83,10.91,0
09/10/2009 06:00,0,0.92,229.48,92.63,10.64,0
09/10/2009 07:00,0,0.71,159.53,95.28,10.59,6.62
09/10/2009 08:00,0,0.43,209.83,95.6,10.6,52.91
09/10/2009 09:00,0,0.8,205,95.38,11.1,141.73
09/10/2009 10:00,0,1,219.24,95.73,11.27,171.03
09/10/2009 11:00,0,1.39,227.11,93.05,12.15,306.48
09/10/2009 12:00,0,1.36,208.08,90.83,12.29,224.33
09/10/2009 13:00,0,1.35,237.27,93.15,12.33,190.48
09/10/2009 14:00,0,1.45,246.65,93.1,12.28,116.75
09/10/2009 15:00,0.6,1.36,223.63,94.55,11.68,26.1
09/10/2009 16:00,0.4,1.1,288.45,98.38,11.13,76.55
09/10/2009 17:00,0,1.22,305.66,97.48,11.12,40.18
09/10/2009 18:00,0,0.68,335.35,94.18,11.14,8.72
09/10/2009 19:00,0,0.62,232.71,98.3,10.97,0
09/10/2009 20:00,0,0.53,200.72,99.18,10.86,0
09/10/2009 21:00,0,0.8,276.73,98.45,10.54,0
09/10/2009 22:00,0,0.89,96.91,95.73,10.55,0
09/10/2009 23:00,0,1.06,43.71,94.38,10.33,0
10/10/2009 00:00,0.2,0.91,169.8,97.08,10.22,0
10/10/2009 01:00,0,0.76,249.18,97.95,10.17,0
10/10/2009 02:00,0.2,0.63,319.43,97.68,10.1,0
10/10/2009 03:00,0,0.53,213.64,97.38,10,0
10/10/2009 04:00,0,1.73,45.84,92.93,9.26,0
10/10/2009 05:00,0,2.01,49.67,94.2,8.56,0
10/10/2009 06:00,0,1.32,54.71,94.98,8.72,0
10/10/2009 07:00,0,1.16,54.83,93.05,9.32,5.31
10/10/2009 08:00,0,0.69,217.12,93.63,9.48,65.99
10/10/2009 09:00,0,0.46,224.98,91.55,10.42,166.63
10/10/2009 10:00,0,0.83,205.29,90.2,11.26,324.68
10/10/2009 11:00,0,1.46,200.02,88.38,11.89,355.63
10/10/2009 12:00,0,1.21,223.1,86.93,12.2,317.78
10/10/2009 13:00,0,1.64,204.74,88.08,12.46,321.53
10/10/2009 14:00,0.3,1.45,228.21,86.85,12.23,196.26
10/10/2009 15:00,0.7,1.54,190.64,91.53,11.72,282.05
10/10/2009 16:00,0.5,1.04,284.44,91.58,11.4,49.45
10/10/2009 17:00,0.6,2.32,303.93,83.98,10.2,12.98
10/10/2009 18:00,0.5,1.74,38.65,82.91,9.21,5.14
10/10/2009 19:00,0,1.86,89.66,74.1,9.37,0
10/10/2009 20:00,0,3.24,179.37,58.92,10.11,0
10/10/2009 21:00,0,2.15,117.45,63.65,9.38,0
10/10/2009 22:00,0,2.6,50.01,68.56,8.33,0
10/10/2009 23:00,0,2.93,124.78,62.38,8.71,0
11/10/2009 00:00,0,4.33,353.35,57.17,10.11,0
11/10/2009 01:00,0,4.6,348.75,60.82,9.55,0
11/10/2009 02:00,0,2.54,330.76,60.93,9.46,0
11/10/2009 03:00,0,2.74,346.6,58.57,9.57,0
11/10/2009 04:00,0,4.13,350.37,59.12,9.33,0
11/10/2009 05:00,0,2.57,341.87,58.4,9.15,0
11/10/2009 06:00,0,3.81,347.01,55.28,8.84,0
11/10/2009 07:00,0,4.66,350.75,55.86,8.49,7.16
11/10/2009 08:00,0,4.64,346.38,54.01,8.31,55
11/10/2009 09:00,0,3.97,338.85,48.17,8.99,271
11/10/2009 10:00,0,2.99,322.42,41.87,10.02,357.48
11/10/2009 11:00,0,2.75,255.02,42.68,11.08,491.88
11/10/2009 12:00,0,2.12,231,38.55,12.08,535.35
11/10/2009 13:00,0,3.29,246.86,34.95,13.2,537.85
11/10/2009 14:00,0,2.04,238.88,34.12,13.23,263.23
11/10/2009 15:00,0,2.77,260.09,32.77,12.81,147.28
11/10/2009 16:00,0,3.02,88.96,30.72,13.17,160.73
11/10/2009 17:00,0,2.84,95.66,29.73,12.95,54.64
11/10/2009 18:00,0,2.36,34.49,26.19,12.26,6.42
11/10/2009 19:00,0,3.4,93.24,23.77,12.2,0
11/10/2009 20:00,0,1.81,109.1,27.4,11.83,0
11/10/2009 21:00,0,1.19,42.63,33.07,10.61,0
11/10/2009 22:00,0,1.12,52.06,45.28,9.58,0
11/10/2009 23:00,0,1.09,131.99,49.36,9.46,0
12/10/2009 00:00,0,0.97,58.18,50.29,9.44,0
12/10/2009 01:00,0,0.66,50.19,52.63,9.16,0
12/10/2009 02:00,0,0.85,67.95,54.92,9.01,0
12/10/2009 03:00,0,1.6,33.67,54.78,8.91,0
12/10/2009 04:00,0,1.81,98.83,54.44,9.77,0
12/10/2009 05:00,0,3.58,198.26,57.47,9.67,0
12/10/2009 06:00,2.1,4.93,94.32,68.78,8.39,0
12/10/2009 07:00,5.9,5.6,273.87,80.91,5.51,1.22
12/10/2009 08:00,1.9,3.69,230.69,88.78,3.48,11.28
12/10/2009 09:00,0.1,3.89,73.62,71.75,3.7,89.43
12/10/2009 10:00,0.2,4.23,319.86,79.64,3.1,203.23
12/10/2009 11:00,0,3.43,282.38,85.93,2.36,332.08
12/10/2009 12:00,0.2,4.46,294.16,89.8,1.72,300.38
12/10/2009 13:00,0.1,6.06,267.33,86.98,2.4,348.18
12/10/2009 14:00,0,4.06,279.4,71.49,3.5,325.85
12/10/2009 15:00,0,4.68,281.6,70.3,3.63,213.6
12/10/2009 16:00,0,4.22,282.73,79.19,2.94,111.48
12/10/2009 17:00,0,3.06,298.05,76.57,2.8,58.51
12/10/2009 18:00,0,3.55,292.7,74.19,2.9,7.44
12/10/2009 19:00,0,3.03,305.76,81.35,2.23,0.03
12/10/2009 20:00,0,3.12,288.02,80.1,1.79,0
12/10/2009 21:00,0,3.38,297.78,72.15,2.27,0
12/10/2009 22:00,0,3.8,284.5,70.19,1.58,0
12/10/2009 23:00,0,3.39,308.16,68.36,0.92,0
13/10/2009 00:00 ,0,5.04,340.91,65.9,1.06,0.03
13/10/2009 01:00 ,0,4.08,325.93,61.56,0.97,0
13/10/2009 02:00 ,0,3.84,327.67,62.25,0.73,0
13/10/2009 03:00 ,0,3.79,300.22,62.16,0.61,0
13/10/2009 04:00 ,0,4.44,296.33,59.11,0.49,0
13/10/2009 05:00 ,0,5,290.9,60.3,0.56,0
13/10/2009 06:00 ,0,3.78,306.7,55.55,1.1,0
13/10/2009 07:00 ,0,4.08,297.54,57.13,0.99,5.6
13/10/2009 08:00 ,0,3.15,301.24,52.76,1.77,45.41
13/10/2009 09:00 ,0,4.8,273.93,56.71,1.91,102.97
13/10/2009 10:00 ,0,4.82,275.47,53.37,2.7,279.38
13/10/2009 11:00 ,0,4.54,290.82,40.35,3.95,530.03
13/10/2009 12:00 ,0,5.47,285.37,40.37,3.56,478.48
13/10/2009 13:00 ,0,5.73,280.7,40.42,3.7,590.98
13/10/2009 14:00 ,0,5.72,283.53,42.4,3.44,404.45
13/10/2009 15:00 ,0,5.32,293.44,46.22,2.97,276.63
13/10/2009 16:00 ,0,6.15,281.54,50.39,2.72,230.43
13/10/2009 17:00 ,0,5.71,274.16,55.89,1.75,53.76
13/10/2009 18:00 ,0,3.94,292.53,57.18,1.41,8.61
13/10/2009 19:00 ,0,3.17,311.97,54.84,1.39,0
13/10/2009 20:00 ,0,3.84,306.14,59.64,1.12,0
13/10/2009 21:00 ,0,4.65,335.99,53.79,1.4,0
13/10/2009 22:00 ,0,4.68,350.65,57.69,1.27,0
13/10/2009 23:00 ,0,3.72,344.75,55.18,1.38,0.03
14/10/2009 00:00 ,0,3.55,343.06,64.81,0.81,0
14/10/2009 01:00 ,0,3.13,333.74,60.92,0.68,0
14/10/2009 02:00 ,0,3.21,347.92,59.48,0.78,0
14/10/2009 03:00 ,0,3.26,261.8,64.27,0.51,0
14/10/2009 04:00 ,0,4.53,253.07,71.62,0.06,0
14/10/2009 05:00 ,0,3.87,339.78,67.65,-0.04,0
14/10/2009 06:00 ,0,5.63,355.29,59.82,-0.13,-0.47
14/10/2009 07:00 ,0,2.86,228.9,55.69,-0.46,4.23
14/10/2009 08:00 ,0,2.64,207.52,62.34,-1.06,25.29
14/10/2009 09:00 ,0,3.08,223.87,56.87,-1.32,96.8
14/10/2009 10:00 ,0,2.7,226.91,47.9,-0.52,308.08
14/10/2009 11:00 ,0,2.61,231.08,43.99,0.38,494.43
14/10/2009 12:00 ,0,2.97,229.55,42.31,0.65,568.13
14/10/2009 13:00 ,0,4.1,211.45,38.13,0.96,578.53
14/10/2009 14:00 ,0,3.67,232.47,40.15,1.28,542.5
14/10/2009 15:00 ,0,4.35,230.15,41.14,1.17,457.98
14/10/2009 16:00 ,0,3.51,226.62,37.36,0.97,321.5
14/10/2009 17:00 ,0,3.78,228.99,42.43,0.14,137.27
14/10/2009 18:00 ,0,2.38,251.54,45.35,-1.32,9.83
14/10/2009 19:00 ,0,2.37,247.05,47.39,-2.05,-0.8
14/10/2009 20:00 ,0,2.14,275.79,50.13,-2.55,-0.71
14/10/2009 21:00 ,0,2.23,243.76,52.07,-2.98,-0.8
14/10/2009 22:00 ,0,2.91,200.08,53.38,-3.16,-0.74
14/10/2009 23:00 ,0,2.51,126.17,53.5,-3.2,-0.63
15/10/2009 00:00 ,0,2.22,102.08,54.96,-3.36,-0.65
15/10/2009 01:00 ,0,1.53,126.8,56.59,-3.64,-0.57
15/10/2009 02:00 ,0,2.46,34.99,55.49,-3.83,-0.7
15/10/2009 03:00 ,0,2.91,30.04,56.58,-4.18,-0.63
15/10/2009 04:00 ,0,2.64,27.25,59.5,-4.57,-0.88
15/10/2009 05:00 ,0,2.17,142.71,59.78,-4.74,-1.56
15/10/2009 06:00 ,0,2.51,206.37,52.89,-4.31,-1.44
15/10/2009 07:00 ,0,2.56,215.72,53.75,-4.5,5.15
15/10/2009 08:00 ,0,2.08,235.73,54.31,-4.66,47.75
15/10/2009 09:00 ,0,2.28,229.61,46.69,-3.25,233.95
15/10/2009 10:00 ,0,2.28,240.18,38.6,-1.77,355.78
15/10/2009 11:00 ,0,2.6,243.52,36.44,-0.52,486
15/10/2009 12:00 ,0,3.18,265.2,34.23,1.02,524.85
15/10/2009 13:00 ,0,2.67,213.12,29.55,0.72,218.45
15/10/2009 14:00 ,0,2.24,230.48,27.08,1.9,337.78
15/10/2009 15:00 ,0,3.01,232.71,34.85,2.76,383.28
15/10/2009 16:00 ,0,3.27,272.42,31.18,2.65,253.23
15/10/2009 17:00 ,0,2.53,286.61,28.64,1.49,66.52
15/10/2009 18:00 ,0,2.96,238.46,31.85,0.43,8.66
15/10/2009 19:00 ,0,3.43,220.86,42.7,-0.3,-0.85
15/10/2009 20:00 ,0,2.25,208.07,55.1,-1.28,-0.85
15/10/2009 21:00 ,0,2.44,229.96,59.06,-1.43,-0.77
15/10/2009 22:00 ,0,2.99,271.81,53.5,-0.98,-0.85
15/10/2009 23:00 ,0,4.16,128.33,51.75,-0.83,-0.8
16/10/2009 00:00 ,0,3.03,40.42,50.26,-0.67,-0.85
16/10/2009 01:00 ,0,4.13,67.07,52.5,-0.51,-0.85
16/10/2009 02:00 ,0,3.97,67.97,53.75,-0.29,-0.77
16/10/2009 03:00 ,0,2.71,25.28,54.09,0.03,-0.8
16/10/2009 04:00 ,0,2.78,22.6,53.94,0.44,-0.85
16/10/2009 05:00 ,0,2.93,134.59,55.89,0.18,-0.85
16/10/2009 06:00 ,0,3.04,145.18,52.8,0.87,-0.85
16/10/2009 07:00 ,0,3.07,123,52.29,1.53,5.06
16/10/2009 08:00 ,0,2.1,125.79,49.28,2.95,62.8
16/10/2009 09:00 ,0,2.01,173.27,52.65,3.25,195.08
16/10/2009 10:00 ,0,2.58,67.76,54.21,3.63,346.55
16/10/2009 11:00 ,0,2.93,183.59,55.99,3.12,322.1
16/10/2009 12:00 ,0,3.17,103.07,45.93,4.64,521.53
16/10/2009 13:00 ,0,3.31,170.31,35.91,5.35,527.33
16/10/2009 14:00 ,0,2.73,117.85,30.15,5.47,334.03
16/10/2009 15:00 ,0,2.81,206.85,34.13,5.17,151.2
16/10/2009 16:00 ,0,1.94,157.22,42.78,5.38,85.06
16/10/2009 17:00 ,0,2.16,195.43,51.17,5.47,34.57
16/10/2009 18:00 ,0,2.33,195.82,57.49,4.9,4.26
16/10/2009 19:00 ,0,3.04,232.55,60.65,4.48,-0.85
16/10/2009 20:00 ,0,2.34,234.69,66.46,3.32,-0.85
16/10/2009 21:00 ,0,2.21,56.5,60.47,3.02,-0.85
16/10/2009 22:00 ,0,1.96,90.1,70.73,1.78,-0.85
16/10/2009 23:00 ,0,2.67,137.83,70.23,0.61,-0.85
17/10/2009 00:00 ,0,2.61,186.49,51.91,0.83,-0.85
17/10/2009 01:00 ,0,2.94,198.8,55.25,0.31,-0.85
17/10/2009 02:00 ,0,2.73,203.96,59.28,-0.14,-0.82
17/10/2009 03:00 ,0,3.02,226.99,54.76,0.28,-0.85
17/10/2009 04:00 ,0,2.73,191.45,57.39,0.25,-0.82
17/10/2009 05:00 ,0,1.24,118.15,59.86,0.22,-0.82
17/10/2009 06:00 ,0,1.67,73.91,64.31,-0.06,-0.85
17/10/2009 07:00 ,0,2.16,69.4,63.14,0.14,4.52
17/10/2009 08:00 ,0,2.01,57.38,62.8,0.54,46.32
17/10/2009 09:00 ,0,1.93,107.55,62.44,1,130.2
17/10/2009 10:00 ,0,2.04,112.44,59.79,1.51,193.35
17/10/2009 11:00 ,0,2.24,111.47,56.75,2.1,226.5
17/10/2009 12:00 ,0,2.62,149.4,60.28,1.85,152.33
17/10/2009 13:00 ,0,2.01,52.94,62.23,1.91,162.93
17/10/2009 14:00 ,0,1.99,69.41,60.19,1.9,158.48
17/10/2009 15:00 ,0,1.89,72.05,63.31,1.83,127.2
17/10/2009 16:00 ,0,1.69,87.04,61.26,1.86,113.3
17/10/2009 17:00 ,0,1.61,118.21,61.67,1.63,57.79
17/10/2009 18:00 ,0,1.37,61.49,63.62,0.83,5.88
17/10/2009 19:00 ,0,1.74,96.09,60.27,0.68,-0.85
17/10/2009 20:00 ,0,1.87,121.23,61.41,0.56,-0.82
17/10/2009 21:00 ,0,2.01,145.7,61.03,0.37,-0.82
17/10/2009 22:00 ,0,2.29,164.22,56.86,0.31,-0.85
17/10/2009 23:00 ,0,2.35,182.07,52.05,0.49,-0.85
18/10/2009 00:00 ,0,2.98,174.68,52.29,0.28,-0.8
18/10/2009 01:00 ,0,2.36,157.19,52.77,0.09,-0.85
18/10/2009 02:00 ,0,3.05,128.24,54.26,-0.36,-0.85
18/10/2009 03:00 ,0,2.34,36.22,53.71,-0.58,-0.8
18/10/2009 04:00 ,0,2.39,62.43,56.13,-1.04,-0.8
18/10/2009 05:00 ,0,2.3,48.36,55.48,-0.84,-0.63
18/10/2009 06:00 ,0,2.2,21.02,57.17,-1.13,-0.71
18/10/2009 07:00 ,0,2.56,114.75,56.88,-0.81,4.04
18/10/2009 08:00 ,0,2.49,184.33,55.15,-0.37,55.23
18/10/2009 09:00 ,0,2.53,104.05,53.21,0.46,283.58
18/10/2009 10:00 ,0,2.55,44.67,51.5,0.7,236.8
18/10/2009 11:00 ,0,3.09,17.44,51.38,0.46,224.35
18/10/2009 12:00 ,0,3.39,101.24,46.11,1.85,450.08
18/10/2009 13:00 ,0,3.53,18.68,43.93,2.19,429.3
18/10/2009 14:00 ,0,3.12,100.14,47.47,1.68,222.65
18/10/2009 15:00 ,0,2.8,14.93,48.43,1.36,149.68
18/10/2009 16:00 ,0,2.91,54.63,51.46,1.1,102.73
18/10/2009 17:00 ,0,2.48,60.47,53.71,0.7,28.46
18/10/2009 18:00 ,0,2.85,53.7,56.21,0.3,4.49
18/10/2009 19:00 ,0,3.04,120.6,56.06,0.18,-0.85
18/10/2009 20:00 ,0,3.31,25.62,56.58,0.02,-0.85
18/10/2009 21:00 ,0,3.34,24.87,56.03,-0.19,-0.85
18/10/2009 22:00 ,0,3.15,23.29,53.07,-0.4,-0.85
18/10/2009 23:00 ,0,3.01,110.8,52.27,-0.79,-0.74
19/10/2009 00:00 ,0,2.67,52.44,52.66,-0.95,-0.82
19/10/2009 01:00 ,0,2.48,59.27,56.27,-1.26,-0.8
19/10/2009 02:00 ,0,2.69,33.66,58.28,-1.25,-0.82
19/10/2009 03:00 ,0,3.03,51.43,58.53,-1.68,-0.68
19/10/2009 04:00 ,0,2.76,47.18,57.22,-2.14,-0.74
19/10/2009 05:00 ,0,2.38,49.79,59.08,-2.45,-0.65
19/10/2009 06:00 ,0,2.99,56.06,62.91,-2.98,-0.6
19/10/2009 07:00 ,0,3.21,23.49,62.63,-3.09,3.55
19/10/2009 08:00 ,0,2.75,21.45,63.96,-3.16,33.23
19/10/2009 09:00 ,0,1.19,30.91,56.29,-1.38,233.38
19/10/2009 10:00 ,0,1.63,27.58,52.37,0.13,363.33
19/10/2009 11:00 ,0,1.87,63.43,48.85,1.57,458.35
19/10/2009 12:00 ,0,1.96,48.91,47.17,3.14,508.3
19/10/2009 13:00 ,0,1.94,73.09,43.52,4.14,509.13
19/10/2009 14:00 ,0,2.25,30.92,37.86,5.3,459.68
19/10/2009 15:00 ,0,2.05,37.2,37.56,6.08,364.63
19/10/2009 16:00 ,0,2.04,89.23,37.41,5.67,234.75
19/10/2009 17:00 ,0,1.09,93.35,46.61,4.4,89.38
19/10/2009 18:00 ,0,1.21,63.85,50.75,1.71,4.29
19/10/2009 19:00 ,0,1.48,52.01,53.85,0.63,-0.82
19/10/2009 20:00 ,0,1.45,27.93,56.35,0.07,-0.82
19/10/2009 21:00 ,0,1.52,178.6,58.84,-0.29,-0.82
19/10/2009 22:00 ,0,1.76,86.47,61.69,-0.58,-0.82
19/10/2009 23:00 ,0,1.43,65.54,63.17,-1.03,-0.8
20/10/2009 00:00 ,0,1.8,198.15,64.99,-1.44,-0.77
20/10/2009 01:00 ,0,2,198.91,66.96,-2.05,-0.77
20/10/2009 02:00 ,0,1.77,229.68,68.92,-2.45,-0.71
20/10/2009 03:00 ,0,1.99,143.53,71.76,-2.81,-0.71
20/10/2009 04:00 ,0,1.93,163.57,75.76,-3.03,-0.65
20/10/2009 05:00 ,0,2.36,106.29,77.06,-3.23,-0.81
20/10/2009 06:00 ,0,1.95,57.35,74.91,-3.5,-0.98
20/10/2009 07:00 ,0,2.32,40.65,75.63,-3.7,2.39
20/10/2009 08:00 ,0,2.27,52.73,74.24,-3.39,32.64
20/10/2009 09:00 ,0,1.38,47.44,66.05,-1.32,223.2
20/10/2009 10:00 ,0,1.66,72.39,65.66,-0.14,353.38
20/10/2009 11:00 ,0,1.59,27.28,64.6,0.98,448.7
20/10/2009 12:00 ,0,2.19,75.6,59.86,2.21,497.23
20/10/2009 13:00 ,0,2,61.71,60.17,3.19,496.98
20/10/2009 14:00 ,0,2.1,54,57.11,3.82,446.08
20/10/2009 15:00 ,0,2.2,47.56,57.4,4.13,349.48
20/10/2009 16:00 ,0,1.42,107.85,57,3.69,220.8
20/10/2009 17:00 ,0,0.93,97.31,66.6,1.68,29.45
20/10/2009 18:00 ,0,1.07,201.98,69.92,0.65,3.32
20/10/2009 19:00 ,0,1.1,66.14,73.82,0,-0.85
20/10/2009 20:00 ,0,1.02,67.02,75.8,-0.35,-0.82
20/10/2009 21:00 ,0,0.75,100.41,77.99,-0.68,-0.85
20/10/2009 22:00 ,0,0.9,116.13,79.58,-0.91,-0.71
20/10/2009 23:00 ,0,1.51,119.6,80.18,-1.14,-0.77
21/10/2009 00:00 ,0,1.45,194.68,80.54,-1.21,-0.8
21/10/2009 01:00 ,0,1.02,278.05,81.08,-1.31,-0.68
21/10/2009 02:00 ,0,1.46,253.75,81.98,-1.7,-0.82
21/10/2009 03:00 ,0,1.46,274.59,82.33,-1.71,-0.63
21/10/2009 04:00 ,0,2.25,270.76,83.1,-1.42,-0.65
