Date,JDfrom0,Iprec,RH,AirT,Swglob,CloudTrans
17/10/2010 06:00,734428.25,0,100.25,3.88,0,0.271506
17/10/2010 07:00,734428.291667,0.1,100.48,3.72,1.59,0.269456
17/10/2010 08:00,734428.333333,0,100.83,3.95,27.12,0.267405
17/10/2010 09:00,734428.375,0.1,99.6,4.49,112.89,0.267405
17/10/2010 10:00,734428.416667,0,92.93,5.15,148.33,0.267405
17/10/2010 11:00,734428.458333,0,88.33,5.72,203.9,0.440546
17/10/2010 12:00,734428.5,0,78.33,6.94,259.2,0.440546
17/10/2010 13:00,734428.541667,0,70.07,7.63,266.58,0.440546
17/10/2010 14:00,734428.583333,0,69.16,7.94,241.8,0.64605
17/10/2010 15:00,734428.625,0,65.98,8.44,268.05,0.64605
17/10/2010 16:00,734428.666667,0,71.67,8.32,128.65,0.64605
17/10/2010 17:00,734428.708333,0,79.47,7.5,52.8,0.64605
17/10/2010 18:00,734428.75,0,82.88,6.53,5.27,0.645834
17/10/2010 19:00,734428.791667,0,79.44,6.19,0,0.645618
17/10/2010 20:00,734428.833333,0,77.23,6.01,0,0.645402
17/10/2010 21:00,734428.875,0,78.18,5.78,0,0.645187
17/10/2010 22:00,734428.916667,0,72.05,6,0,0.644971
17/10/2010 23:00,734428.958333,0,70.97,5.88,0,0.644755
18/10/2010 00:00,734429,0,73.51,5.2,0,0.644539
18/10/2010 01:00,734429.041667,0,75.47,4.33,0,0.644323
18/10/2010 02:00,734429.083333,0,75.11,4.18,0,0.644107
18/10/2010 03:00,734429.125,0,77.09,3.67,0,0.643891
18/10/2010 04:00,734429.166667,0,77.22,4.65,0,0.643675
18/10/2010 05:00,734429.208333,0,76.97,4.65,0,0.643459
18/10/2010 06:00,734429.25,0,79.75,4.53,0,0.643243
18/10/2010 07:00,734429.291667,0,74.1,4.75,2.69,0.643027
18/10/2010 08:00,734429.333333,0,71.94,5.18,57.04,0.642812
18/10/2010 09:00,734429.375,0,61.14,7.03,207.01,0.642812
18/10/2010 10:00,734429.416667,0,43.95,10.31,468.7,0.642812
18/10/2010 11:00,734429.458333,0,41.41,10.65,463.8,0.91631
18/10/2010 12:00,734429.5,0,43.62,11.34,507.13,0.91631
18/10/2010 13:00,734429.541667,0,39.8,12.78,759.98,0.91631
18/10/2010 14:00,734429.583333,0,36.43,13.52,736.25,1
18/10/2010 15:00,734429.625,0,39.87,12.22,428.08,1
18/10/2010 16:00,734429.666667,0,39.94,11.6,293.2,1
18/10/2010 17:00,734429.708333,0,47.52,8.58,48.1,1
18/10/2010 18:00,734429.75,0,47.39,7.57,4.7,0.967111
18/10/2010 19:00,734429.791667,0,56.38,6.35,0,0.934222
18/10/2010 20:00,734429.833333,0,54.75,5.95,0,0.901333
18/10/2010 21:00,734429.875,0,54.33,5.98,0,0.868444
18/10/2010 22:00,734429.916667,0,61.78,4.82,0,0.835555
18/10/2010 23:00,734429.958333,0,62.91,4.15,0,0.802666
19/10/2010 00:00,734430,0,60.96,4.26,0,0.769776
19/10/2010 01:00,734430.041667,0,62.58,4.02,0,0.736887
19/10/2010 02:00,734430.083333,0,62.83,3.9,0,0.703998
19/10/2010 03:00,734430.125,0,65.04,3.67,0,0.671109
19/10/2010 04:00,734430.166667,0,66.57,3.25,0,0.63822
19/10/2010 05:00,734430.208333,0,61.83,3.63,0,0.605331
19/10/2010 06:00,734430.25,0,61.53,3.72,0,0.572442
19/10/2010 07:00,734430.291667,0,61.03,3.71,2.32,0.539553
19/10/2010 08:00,734430.333333,0,56.07,3.84,17.36,0.506664
19/10/2010 09:00,734430.375,0,52.48,5.37,161.57,0.506664
19/10/2010 10:00,734430.416667,0,36.87,9.56,429.38,0.506664
19/10/2010 11:00,734430.458333,0,29.35,12.28,556.05,1
19/10/2010 12:00,734430.5,0,23.17,14.36,621.4,1
19/10/2010 13:00,734430.541667,0,24.03,15.86,627.58,1
19/10/2010 14:00,734430.583333,0,22.48,16.24,544.43,1
19/10/2010 15:00,734430.625,0,24.25,16.47,463.25,1
19/10/2010 16:00,734430.666667,0,23.79,16.16,301.3,1
19/10/2010 17:00,734430.708333,0,26.71,12.57,33.64,1
19/10/2010 18:00,734430.75,0,33.74,9.71,2.66,0.967908
19/10/2010 19:00,734430.791667,0,32.81,8.78,0,0.935817
19/10/2010 20:00,734430.833333,0,36.16,8.14,0,0.903725
19/10/2010 21:00,734430.875,0,40.41,7.33,0,0.871634
19/10/2010 22:00,734430.916667,0,44.54,7.09,0,0.839542
19/10/2010 23:00,734430.958333,0,53.97,6.04,0,0.807451
20/10/2010 00:00,734431,0,48.65,6.48,0,0.775359
20/10/2010 01:00,734431.041667,0,57.37,4.57,0,0.743268
20/10/2010 02:00,734431.083333,0,56.68,4.09,0,0.711176
20/10/2010 03:00,734431.125,0,53.03,5.07,0,0.679085
20/10/2010 04:00,734431.166667,0,65.18,3.21,0,0.646993
20/10/2010 05:00,734431.208333,0,72.38,1.86,0,0.614902
20/10/2010 06:00,734431.25,0,67.16,3.46,0,0.58281
20/10/2010 07:00,734431.291667,0,75.17,4.7,2.15,0.550719
20/10/2010 08:00,734431.333333,0,65.87,5.39,24.12,0.518627
20/10/2010 09:00,734431.375,0,57.09,6.72,173.47,0.486536
20/10/2010 10:00,734431.416667,0,52.95,7.66,199.3,0.486536
20/10/2010 11:00,734431.458333,0,60.17,6.39,202.65,0.674215
20/10/2010 12:00,734431.5,0,46.12,9.16,501.3,0.674215
20/10/2010 13:00,734431.541667,0,48.69,8.09,394.8,0.674215
20/10/2010 14:00,734431.583333,0,46.8,7.5,228.48,0.565458
20/10/2010 15:00,734431.625,0,45.16,7.59,234.18,0.565458
20/10/2010 16:00,734431.666667,0,56.5,5.91,90.9,0.565458
20/10/2010 17:00,734431.708333,0,62.1,5.09,62.78,0.565458
20/10/2010 18:00,734431.75,0,63.3,4.12,4.36,0.574958
20/10/2010 19:00,734431.791667,0,61.46,3.79,0,0.584457
20/10/2010 20:00,734431.833333,0,66.57,3.39,0,0.593957
20/10/2010 21:00,734431.875,0,65.13,3.35,0,0.603457
20/10/2010 22:00,734431.916667,0,70.88,2.09,0,0.612957
20/10/2010 23:00,734431.958333,0,71.69,1.38,0,0.622457
21/10/2010 00:00,734432,0,66.63,1.76,0,0.631957
21/10/2010 01:00,734432.041667,0,65.42,1.63,0,0.641457
21/10/2010 02:00,734432.083333,0,67.53,1.13,0,0.650957
21/10/2010 03:00,734432.125,0,66.2,1.29,0,0.660457
21/10/2010 04:00,734432.166667,0,64.83,1.64,0,0.669957
21/10/2010 05:00,734432.208333,0,61.21,1.44,0,0.679457
21/10/2010 06:00,734432.25,0,63.9,1.33,0,0.688957
21/10/2010 07:00,734432.291667,0,61.32,1.18,2.07,0.698457
21/10/2010 08:00,734432.333333,0,55.51,1.19,15.58,0.707957
21/10/2010 09:00,734432.375,0,51.71,2.2,147.58,0.717457
21/10/2010 10:00,734432.416667,0,35.78,6.63,442.4,0.717457
21/10/2010 11:00,734432.458333,0,29.15,8.86,565.78,1
21/10/2010 12:00,734432.5,0,25.93,9.54,633.1,1
21/10/2010 13:00,734432.541667,0,24.44,11.45,638.43,1
21/10/2010 14:00,734432.583333,0,19.54,12.54,579.95,1
21/10/2010 15:00,734432.625,0,17.28,12.96,462.85,1
21/10/2010 16:00,734432.666667,0,21.64,11.83,302,1
21/10/2010 17:00,734432.708333,0,40.32,6.38,19.64,1
21/10/2010 18:00,734432.75,0,46.74,4.14,2.72,0.981204
21/10/2010 19:00,734432.791667,0,50.62,2.63,0,0.962408
21/10/2010 20:00,734432.833333,0,52.73,1.86,0,0.943612
21/10/2010 21:00,734432.875,0,55.38,1.3,0,0.924816
21/10/2010 22:00,734432.916667,0,56.3,1.07,0,0.90602
21/10/2010 23:00,734432.958333,0,58.7,0.47,0,0.887225
22/10/2010 00:00,734433,0,60.5,-0.14,0,0.868429
22/10/2010 01:00,734433.041667,0,61.85,-0.03,0,0.849633
22/10/2010 02:00,734433.083333,0,61.7,-0.41,0,0.830837
22/10/2010 03:00,734433.125,0,62.28,-0.41,0,0.812041
22/10/2010 04:00,734433.166667,0,63.24,-0.35,0,0.793245
22/10/2010 05:00,734433.208333,0,66.2,-1.18,0,0.774449
22/10/2010 06:00,734433.25,0,68.86,-1.54,0,0.755653
22/10/2010 07:00,734433.291667,0,67.53,-1.54,1.87,0.736857
22/10/2010 08:00,734433.333333,0,64.54,-1.21,18.02,0.718061
22/10/2010 09:00,734433.375,0,60.96,0.15,144.61,0.699265
22/10/2010 10:00,734433.416667,0,49.18,4.26,419.7,0.699265
22/10/2010 11:00,734433.458333,0,39.82,6.11,533.48,0.921943
22/10/2010 12:00,734433.5,0,37.12,7.68,465.1,0.921943
22/10/2010 13:00,734433.541667,0,40.1,8.87,487.88,0.789198
22/10/2010 14:00,734433.583333,0,43.4,8.95,366.38,0.789198
22/10/2010 15:00,734433.625,0,48.58,7.95,197.7,0.789198
22/10/2010 16:00,734433.666667,0,53.6,7.38,120.2,0.789198
22/10/2010 17:00,734433.708333,0,59.3,6.43,47.66,0.781511
22/10/2010 18:00,734433.75,0,66.78,5.13,4.27,0.773824
22/10/2010 19:00,734433.791667,0,68.77,4.19,0,0.766136
22/10/2010 20:00,734433.833333,0,69.9,3.08,0,0.758449
22/10/2010 21:00,734433.875,0,70.97,3.42,0,0.750762
22/10/2010 22:00,734433.916667,0,71.18,3.03,0,0.743075
22/10/2010 23:00,734433.958333,0,73.59,3.26,0,0.735388
23/10/2010 00:00,734434,0,75.49,2.8,0,0.727701
23/10/2010 01:00,734434.041667,0,76.84,2.7,0,0.720014
23/10/2010 02:00,734434.083333,0,80.18,2.63,0,0.712327
23/10/2010 03:00,734434.125,0,77.88,2.53,0,0.704639
23/10/2010 04:00,734434.166667,0,78.19,2.61,0,0.696952
23/10/2010 05:00,734434.208333,0,80.55,2.35,0,0.689265
23/10/2010 06:00,734434.25,0,79.66,2.45,0,0.681578
23/10/2010 07:00,734434.291667,0,81,2.63,0.91,0.673891
23/10/2010 08:00,734434.333333,0,79.53,2.63,40.35,0.666204
23/10/2010 09:00,734434.375,0,81.26,3.19,159.88,0.658517
23/10/2010 10:00,734434.416667,0,66.3,5.57,347.25,0.658517
23/10/2010 11:00,734434.458333,0,58.89,7.37,414.58,0.705373
23/10/2010 12:00,734434.5,0,57.11,7.51,323.15,0.705373
23/10/2010 13:00,734434.541667,0,57.35,7.66,346.95,0.700742
23/10/2010 14:00,734434.583333,0,59.7,7.92,332.78,0.700742
23/10/2010 15:00,734434.625,0,64.65,7.2,208.9,0.700742
23/10/2010 16:00,734434.666667,0,65.17,7.07,167.8,0.700742
23/10/2010 17:00,734434.708333,0,73.79,5.61,48.93,0.671596
23/10/2010 18:00,734434.75,0,83.4,3.3,1.3,0.642451
23/10/2010 19:00,734434.791667,0,83.53,2.74,0,0.613306
23/10/2010 20:00,734434.833333,0,85.45,2.59,0,0.58416
23/10/2010 21:00,734434.875,0,86.83,2.32,0,0.555015
23/10/2010 22:00,734434.916667,0,87.35,2.11,0,0.525869
23/10/2010 23:00,734434.958333,0,89.65,2.07,0,0.496724
24/10/2010 00:00,734435,0,88.95,2.42,0,0.467578
24/10/2010 01:00,734435.041667,0,88.45,3.05,0,0.438433
24/10/2010 02:00,734435.083333,0,90.73,2.76,0,0.409288
24/10/2010 03:00,734435.125,0,91.03,2.68,0,0.380142
24/10/2010 04:00,734435.166667,0,91.18,2.74,0,0.350997
24/10/2010 05:00,734435.208333,0,91.25,2.97,0,0.321851
24/10/2010 06:00,734435.25,0,90.03,3.22,0,0.292706
24/10/2010 07:00,734435.291667,0,92.63,2.92,0.57,0.26356
24/10/2010 08:00,734435.333333,0,93.73,3.11,12.54,0.234415
24/10/2010 09:00,734435.375,0,91.93,3.71,35.62,0.20527
24/10/2010 10:00,734435.416667,0,89.33,4.34,124.57,0.20527
24/10/2010 11:00,734435.458333,0,82.5,5.24,180.78,0.331645
24/10/2010 12:00,734435.5,0,78.58,5.82,160.88,0.331645
24/10/2010 13:00,734435.541667,0,74.49,6.48,205.53,0.375765
24/10/2010 14:00,734435.583333,0,75.2,6.82,183.7,0.375765
24/10/2010 15:00,734435.625,0,77.94,6.76,89.59,0.375765
24/10/2010 16:00,734435.666667,0,82.15,6.47,51.23,0.375765
24/10/2010 17:00,734435.708333,0,86.48,5.96,12.06,0.359619
24/10/2010 18:00,734435.75,0.3,92.53,5.39,0,0.343473
24/10/2010 19:00,734435.791667,2,96.18,5.03,0,0.327327
24/10/2010 20:00,734435.833333,1.8,99.38,4.69,0,0.311181
24/10/2010 21:00,734435.875,1.3,100.28,4.5,0,0.295035
24/10/2010 22:00,734435.916667,2.3,97.15,4.3,0,0.278889
24/10/2010 23:00,734435.958333,3.7,93.05,3.96,0,0.262743
25/10/2010 00:00,734436,1.3,93.85,2.9,0,0.246597
25/10/2010 01:00,734436.041667,0.1,96.43,2.73,0,0.230451
25/10/2010 02:00,734436.083333,0,97.13,2.76,0,0.214305
25/10/2010 03:00,734436.125,0.1,94.9,2.87,0,0.198159
25/10/2010 04:00,734436.166667,0.1,92.1,2.87,0,0.182013
25/10/2010 05:00,734436.208333,0.1,92.28,2.87,0,0.165867
25/10/2010 06:00,734436.25,0.2,94.18,2.74,0,0.149721
25/10/2010 07:00,734436.291667,0.3,94.58,2.65,0,0.133575
25/10/2010 08:00,734436.333333,0.1,92.85,2.5,6.34,0.117429
25/10/2010 09:00,734436.375,0.2,94.1,2.72,15.8,0.101283
25/10/2010 10:00,734436.416667,0,89.9,2.87,43.12,0.101283
25/10/2010 11:00,734436.458333,0,85.2,3.44,66.9,0.137233
25/10/2010 12:00,734436.5,0,81.78,3.81,73.71,0.137233
25/10/2010 13:00,734436.541667,0,82.03,3.55,79.92,0.222019
25/10/2010 14:00,734436.583333,0,79.54,3.59,101.74,0.222019
25/10/2010 15:00,734436.625,0,82.33,3.89,81,0.222019
25/10/2010 16:00,734436.666667,0,77.2,3.72,41.41,0.222019
25/10/2010 17:00,734436.708333,0,75.81,3.39,12,0.249627
25/10/2010 18:00,734436.75,0,74.28,3.15,0.51,0.277235
25/10/2010 19:00,734436.791667,0,75.01,2.91,0,0.304843
25/10/2010 20:00,734436.833333,0,71.69,3.03,0,0.332451
25/10/2010 21:00,734436.875,0,71.53,2.94,0,0.36006
25/10/2010 22:00,734436.916667,0,71.46,2.81,0,0.387668
25/10/2010 23:00,734436.958333,0,72.36,2.23,0,0.415276
26/10/2010 00:00,734437,0,74.55,1.67,0,0.442884
26/10/2010 01:00,734437.041667,0,72.03,1.44,0,0.470492
26/10/2010 02:00,734437.083333,0,69.67,1.58,0,0.498101
26/10/2010 03:00,734437.125,0,70.63,1.38,0,0.525709
26/10/2010 04:00,734437.166667,0,71.53,0.91,0,0.553317
26/10/2010 05:00,734437.208333,0,75.38,0.27,0,0.580925
26/10/2010 06:00,734437.25,0,70.16,0.47,0,0.608534
26/10/2010 07:00,734437.291667,0,66.57,0.64,0.68,0.636142
26/10/2010 08:00,734437.333333,0,66.57,0.48,13.48,0.66375
26/10/2010 09:00,734437.375,0,62.27,1.03,119.29,0.691358
26/10/2010 10:00,734437.416667,0,47.09,4.16,415.08,0.691358
26/10/2010 11:00,734437.458333,0,37.8,6.54,539.15,1
26/10/2010 12:00,734437.5,0,34.58,8,606.9,1
26/10/2010 13:00,734437.541667,0,33.86,9.41,610.85,1
26/10/2010 14:00,734437.583333,0,34.63,10.11,551.73,1
26/10/2010 15:00,734437.625,0,36.66,11.03,433.78,1
26/10/2010 16:00,734437.666667,0,34.52,9.78,259.25,1
26/10/2010 17:00,734437.708333,0,45.18,5.31,15.82,0.981365
26/10/2010 18:00,734437.75,0,54.59,3.44,1.73,0.96273
26/10/2010 19:00,734437.791667,0,60.63,2.34,0,0.944094
26/10/2010 20:00,734437.833333,0,63.14,1.77,0,0.925459
26/10/2010 21:00,734437.875,0,55.96,1.96,0,0.906824
26/10/2010 22:00,734437.916667,0,60.44,1.25,0,0.888189
26/10/2010 23:00,734437.958333,0,60.18,1.34,0,0.869554
27/10/2010 00:00,734438,0,60.26,1.65,0,0.850919
27/10/2010 01:00,734438.041667,0,60.19,1.96,0,0.832283
27/10/2010 02:00,734438.083333,0,58.84,1.97,0,0.813648
27/10/2010 03:00,734438.125,0,62.15,1.22,0,0.795013
27/10/2010 04:00,734438.166667,0,60.89,1.24,0,0.776378
27/10/2010 05:00,734438.208333,0,61.15,1.15,0,0.757743
27/10/2010 06:00,734438.25,0,59.5,1.09,0,0.739108
27/10/2010 07:00,734438.291667,0,58.39,1.08,0.74,0.720472
27/10/2010 08:00,734438.333333,0,57.92,1.23,14.13,0.701837
27/10/2010 09:00,734438.375,0,52.66,2.26,114.17,0.683202
27/10/2010 10:00,734438.416667,0,40.2,5.76,408.28,0.683202
27/10/2010 11:00,734438.458333,0,44.87,7.08,526.25,1
27/10/2010 12:00,734438.5,0,46.3,7.47,592.73,1
27/10/2010 13:00,734438.541667,0,40.37,9.05,594.48,1
27/10/2010 14:00,734438.583333,0,43.5,9.6,533.33,1
27/10/2010 15:00,734438.625,0,38.98,10.15,412.65,1
27/10/2010 16:00,734438.666667,0,44.94,9.9,236.23,1
27/10/2010 17:00,734438.708333,0,61.66,6.17,25.47,0.97645
27/10/2010 18:00,734438.75,0,76.8,3.99,1.61,0.9529
27/10/2010 19:00,734438.791667,0,79.49,3.3,0,0.92935
27/10/2010 20:00,734438.833333,0,80.26,3.24,0,0.9058
27/10/2010 21:00,734438.875,0,80.85,2.55,0,0.88225
27/10/2010 22:00,734438.916667,0,85.95,1.93,0,0.8587
27/10/2010 23:00,734438.958333,0,89.23,1.18,0,0.83515
28/10/2010 00:00,734439,0,89.35,0.98,0,0.8116
28/10/2010 01:00,734439.041667,0,89.18,0.86,0,0.78805
28/10/2010 02:00,734439.083333,0,87.53,1.16,0,0.7645
28/10/2010 03:00,734439.125,0,92.1,0.41,0,0.74095
28/10/2010 04:00,734439.166667,0,93.33,0.28,0,0.7174
28/10/2010 05:00,734439.208333,0,93.28,0.39,0,0.69385
28/10/2010 06:00,734439.25,0,93.75,0.54,0,0.6703
28/10/2010 07:00,734439.291667,0,95.25,0.14,0.85,0.64675
28/10/2010 08:00,734439.333333,0,95.48,0.17,33.53,0.6232
28/10/2010 09:00,734439.375,0,92.65,1.33,145.48,0.59965
28/10/2010 10:00,734439.416667,0,87.43,3.1,278.78,0.59965
28/10/2010 11:00,734439.458333,0,77.55,5.82,426.45,0.909039
28/10/2010 12:00,734439.5,0,65.94,9.14,471.73,0.909039
28/10/2010 13:00,734439.541667,0,62.49,10.95,415.03,0.954787
28/10/2010 14:00,734439.583333,0,61.33,11.05,424.58,0.954787
28/10/2010 15:00,734439.625,0,57.67,11.88,386.03,0.954787
28/10/2010 16:00,734439.666667,0,59.37,11.88,236.08,0.954787
28/10/2010 17:00,734439.708333,0,78.37,7.4,23.06,0.938299
28/10/2010 18:00,734439.75,0,84.53,6.04,0.99,0.921811
28/10/2010 19:00,734439.791667,0,88.8,5.18,0,0.905322
28/10/2010 20:00,734439.833333,0,89.48,4.97,0,0.888834
28/10/2010 21:00,734439.875,0,90.25,4.61,0,0.872346
28/10/2010 22:00,734439.916667,0,92.25,3.99,0,0.855857
28/10/2010 23:00,734439.958333,0,93,3.12,0,0.839369
29/10/2010 00:00,734440,0,93.68,2.85,0,0.822881
29/10/2010 01:00,734440.041667,0,92.4,2.79,0,0.806393
29/10/2010 02:00,734440.083333,0,93.95,2.6,0,0.789904
29/10/2010 03:00,734440.125,0,94.03,2.26,0,0.773416
29/10/2010 04:00,734440.166667,0,96.28,1.6,0,0.756928
29/10/2010 05:00,734440.208333,0,95.6,1.48,0,0.74044
29/10/2010 06:00,734440.25,0,95.38,1.15,0,0.723951
29/10/2010 07:00,734440.291667,0,95.95,0.74,0.59,0.707463
29/10/2010 08:00,734440.333333,0,96.4,0.81,12.57,0.690975
29/10/2010 09:00,734440.375,0,92.65,1.67,106.4,0.674486
29/10/2010 10:00,734440.416667,0,76.14,6.09,386.03,0.674486
29/10/2010 11:00,734440.458333,0,66.25,8.16,500.2,1
29/10/2010 12:00,734440.5,0,58.03,10.23,561.8,1
29/10/2010 13:00,734440.541667,0,50.82,11.96,568.93,1
29/10/2010 14:00,734440.583333,0,51.24,12.69,507.2,1
29/10/2010 15:00,734440.625,0,48.75,12.7,393.2,1
29/10/2010 16:00,734440.666667,0,50.43,12.3,223.88,1
29/10/2010 17:00,734440.708333,0,68.5,8.22,15.62,0.981579
29/10/2010 18:00,734440.75,0,77.67,6.37,0.57,0.963158
29/10/2010 19:00,734440.791667,0,80.64,5.29,0,0.944737
29/10/2010 20:00,734440.833333,0,82,4.57,0,0.926316
29/10/2010 21:00,734440.875,0,81.11,4.51,0,0.907895
29/10/2010 22:00,734440.916667,0,82.45,3.93,0,0.889474
29/10/2010 23:00,734440.958333,0,86.38,3.17,0,0.871053
30/10/2010 00:00,734441,0,87.4,2.96,0,0.852632
30/10/2010 01:00,734441.041667,0,88.2,2.57,0,0.834211
30/10/2010 02:00,734441.083333,0,88.13,2.36,0,0.81579
30/10/2010 03:00,734441.125,0,87.43,2.25,0,0.797369
30/10/2010 04:00,734441.166667,0,88.8,1.99,0,0.778948
30/10/2010 05:00,734441.208333,0,90.4,1.79,0,0.760527
30/10/2010 06:00,734441.25,0,89.85,1.72,0,0.742106
30/10/2010 07:00,734441.291667,0,90.43,1.48,2.18,0.723685
30/10/2010 08:00,734441.333333,0,90.5,1.52,43.51,0.705264
30/10/2010 09:00,734441.375,0,86.9,2.9,173.78,0.686843
30/10/2010 10:00,734441.416667,0,78.4,4.86,291.83,0.686843
30/10/2010 11:00,734441.458333,0,66.47,7.22,513.23,1
30/10/2010 12:00,734441.5,0,61.87,8.97,519,1
30/10/2010 13:00,734441.541667,0,61.44,9.91,559.6,1
30/10/2010 14:00,734441.583333,0,63.09,10.04,470.38,1
30/10/2010 15:00,734441.625,0,60.47,10.66,386.28,1
30/10/2010 16:00,734441.666667,0,61.72,10.06,147.75,1
30/10/2010 17:00,734441.708333,0,74.12,7.58,17.06,0.947645
30/10/2010 18:00,734441.75,0,77.01,6.57,0.34,0.895289
30/10/2010 19:00,734441.791667,0,81.46,5.24,0,0.842934
30/10/2010 20:00,734441.833333,0,84.45,5.04,0,0.790578
30/10/2010 21:00,734441.875,0,82.98,5.46,0,0.738223
30/10/2010 22:00,734441.916667,0,82.13,5.73,0,0.685867
30/10/2010 23:00,734441.958333,0,82.03,5.8,0,0.633512
31/10/2010 00:00,734442,0,84.13,5.55,0,0.581156
31/10/2010 01:00,734442.041667,0,82.53,5.78,0,0.528801
31/10/2010 02:00,734442.083333,0,82.2,5.83,0,0.476445
31/10/2010 03:00,734442.125,0,80.96,5.88,0,0.42409
31/10/2010 04:00,734442.166667,0,85.85,5.69,0,0.371734
31/10/2010 05:00,734442.208333,0,90.53,5.37,0,0.319379
31/10/2010 06:00,734442.25,0,95.43,4.84,0,0.267023
31/10/2010 07:00,734442.291667,0,96.45,4.67,0,0.214668
31/10/2010 08:00,734442.333333,0,95.18,4.74,11.55,0.162312
31/10/2010 09:00,734442.375,0,93.75,5.16,29.04,0.109957
31/10/2010 10:00,734442.416667,0,91.63,5.51,43.03,0.109957
31/10/2010 11:00,734442.458333,0,92,5.65,48.06,0.11879
31/10/2010 12:00,734442.5,0,92.3,5.7,65.24,0.11879
31/10/2010 13:00,734442.541667,0.1,90.23,6.08,33.4,0.1
31/10/2010 14:00,734442.583333,0,91.38,6.24,34.95,0.1
31/10/2010 15:00,734442.625,0.1,93.58,6.23,24,0.1
31/10/2010 16:00,734442.666667,0.1,95.03,6.25,13.33,0.1
31/10/2010 17:00,734442.708333,1.1,97.35,5.83,2.07,0.1
31/10/2010 18:00,734442.75,1,99.4,5.5,0,0.1
31/10/2010 19:00,734442.791667,0.2,99.93,5.51,0,0.1
31/10/2010 20:00,734442.833333,0.2,99.8,5.73,0,0.1
31/10/2010 21:00,734442.875,0.1,98.5,6.09,0,0.1
